identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
daniel_NationalPolitics_0418,,daniel_NationalPolitics_0418.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","It's good to have you standing behind me, Ted.","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"It's good to have you standing behind me, Ted.",circa 1968,1968,,approximate,National Politics,National Politics,,,,,,,"Kennedy, Edward M. (Edward Moore), 1932-2009",http://id.loc.gov/authorities/names/n79091168,"McGovern, George S. (George Stanley), 1922-2012",http://id.loc.gov/authorities/names/n80039703,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0419,,daniel_NationalPolitics_0419.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Would you circle the name of the person you'd like to see get the nomination?,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,Would you circle the name of the person you'd like to see get the nomination?,1972,1972,,,National Politics,National Politics,,,,Political campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh85041555,"Kennedy, Edward M. (Edward Moore), 1932-2009",http://id.loc.gov/authorities/names/n79091168,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0420,,daniel_NationalPolitics_0420.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Isn't it a bit warm to have a fire? By the way, where's today's paper?","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"Isn't it a bit warm to have a fire? By the way, where's today's paper?",1969,1969,,,National Politics,National Politics,,,,,,,"Kennedy, Edward M. (Edward Moore), 1932-2009",http://id.loc.gov/authorities/names/n79091168,,,,,,Chappaquiddick Island (Mass.),http://id.loc.gov/authorities/subjects/sh85022603,"41.37512N, 70.47447W",Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0421,,daniel_NationalPolitics_0421.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","They must be angry, throwing eggs and tomatoes with food prices being what they are","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"They must be angry, throwing eggs and tomatoes with food prices being what they are",circa 1980,1980,,approximate,National Politics,National Politics,,,,,,,"Kennedy, Edward M. (Edward Moore), 1932-2009",http://id.loc.gov/authorities/names/n79091168,,,,,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,"42.35843N, 71.05977W",Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0422,,daniel_NationalPolitics_0422.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Pentagon Employees Fired for Gambling,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,Pentagon Employees Fired for Gambling,circa 1965,1965,,approximate,National Politics,National Politics,,,,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,"McNamara, Robert S., 1916-2009",http://id.loc.gov/authorities/names/n50012933,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0423,,daniel_NationalPolitics_0423.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Instead of wooden soldiers I want rubber stamps!,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,Instead of wooden soldiers I want rubber stamps!,circa 1965,1965,,approximate,National Politics,National Politics,,,,Santa Claus,lcsh,http://id.loc.gov/authorities/subjects/sh85117361,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0424,,daniel_NationalPolitics_0424.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","No, no, Mr. President! These are the baseball Senators!","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"No, no, Mr. President! These are the baseball Senators!",circa 1965,1965,,approximate,National Politics,National Politics,,,,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,United States. Congress,http://id.loc.gov/authorities/names/n79006865,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0425,,daniel_NationalPolitics_0425.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Gee, he noticed me!","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"Gee, he noticed me!",circa 1964,1964,,approximate,National Politics,National Politics,,,,Political campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh85041555,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0426,,daniel_NationalPolitics_0426.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Lyndon's Message on Phony Packaging,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,Lyndon's Message on Phony Packaging,circa 1964,1964,,approximate,National Politics,National Politics,,,,Political campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh85041555,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0427,,daniel_NationalPolitics_0427.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","If you're fightning him, how come you're hitting me?","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"If you're fightning him, how come you're hitting me?",circa 1965,1965,,approximate,National Politics,National Politics,,,,Inflation (Finance),lcsh,http://id.loc.gov/authorities/subjects/sh85066112,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0428,,daniel_NationalPolitics_0428.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","I'll bet you wish you could get me married off, huh, Pop?","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"I'll bet you wish you could get me married off, huh, Pop?",circa 1965,1965,,approximate,National Politics,National Politics,,,,Inflation (Finance),lcsh,http://id.loc.gov/authorities/subjects/sh85066112,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0429,,daniel_NationalPolitics_0429.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Don't worry, I'll cut it.","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"Don't worry, I'll cut it.",circa 1965,1965,,approximate,National Politics,National Politics,Budget--United States,lcsh,http://id.loc.gov/authorities/subjects/sh85017604,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0430,,daniel_NationalPolitics_0430.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",That's no watermelon - that's a Texas green pea.,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,That's no watermelon - that's a Texas green pea.,circa 1965,1965,,approximate,National Politics,National Politics,Budget--United States,lcsh,http://id.loc.gov/authorities/subjects/sh85017604,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0431,,daniel_NationalPolitics_0431.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",He hasn't even cooked the first biscuit and already he wants more dough,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,He hasn't even cooked the first biscuit and already he wants more dough,circa 1965,1965,,approximate,National Politics,National Politics,Budget--United States,lcsh,http://id.loc.gov/authorities/subjects/sh85017604,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0432,,daniel_NationalPolitics_0432.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Jump! You can make it! (Credit ability gap),"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,Jump! You can make it! (Credit ability gap),circa 1965,1965,,approximate,National Politics,National Politics,,,,Uncle Sam (Symbolic character),lcsh,http://id.loc.gov/authorities/subjects/sh85139569,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0433,,daniel_NationalPolitics_0433.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",How's that for shooting?,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,How's that for shooting?,circa 1965,1965,,approximate,National Politics,National Politics,War on Poverty (Program),lcsh,,Taxation--Law and legislation,lcsh,http://id.loc.gov/authorities/subjects/sh85132851,United States. Economic Opportunity Act of 1964,http://id.loc.gov/authorities/names/no2011026968,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0434,,daniel_NationalPolitics_0434.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",There is nothing left to declare war on!,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,There is nothing left to declare war on!,circa 1965,1965,,approximate,National Politics,National Politics,War on Poverty (Program),lcsh,,,,,United States. Economic Opportunity Act of 1964,http://id.loc.gov/authorities/names/no2011026968,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0435,,daniel_NationalPolitics_0435.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",All right! Who let the cat out of the bag?,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,All right! Who let the cat out of the bag?,1967,1967,,,National Politics,National Politics,Education,lcsh,http://id.loc.gov/authorities/subjects/sh85040989,,,,,,"Yarborough, Ralph Webster, 1903-1996",http://id.loc.gov/authorities/names/n84160200,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0436,,daniel_NationalPolitics_0436.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","I paint what I see, by Ho Chi Minh","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"I paint what I see, by Ho Chi Minh",circa 19565,19565,,approximate,National Politics,National Politics,,,,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,"Fulbright, J. William (James William), 1905-1995",http://id.loc.gov/authorities/names/n50041614,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0437,,daniel_NationalPolitics_0437.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","And when you get to Paris, Averell, say ""Hello"" to our gold!","Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,"And when you get to Paris, Averell, say ""Hello"" to our gold!",circa 1965,1965,,approximate,National Politics,National Politics,,,,,,,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
daniel_NationalPolitics_0438,,daniel_NationalPolitics_0438.tif,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",It'll be a cold day in hell when Hubert Humphrey gets any support from Sothern Demo Party Leaders,"Daniel, Charles R. (Charlie), Jr., 1930-",,personal,Creator,still image,image/jpeg,drawings (visual works),http://vocab.getty.edu/aat/300033973,1 digital image; 1 still image,It'll be a cold day in hell when Hubert Humphrey gets any support from Sothern Demo Party Leaders,1968,1968,,,National Politics,National Politics,,,,Political campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh85041555,Democratic National Committee (U.S.),http://id.loc.gov/authorities/names/n81133513,,,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.",,,Phase 2
