identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
cDanielCauses:197,daniel_Causes_0198,0012_003299_000392_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Hi-yo, peace dove","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,protests,,,Vietnam War,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A197,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A197/datastream/TN/view/Hi-yo%2C%20peace%20dove.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:310,daniel_NationalPolitics_0325,0012_003299_001084_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I say if they don't have the proper papers we send them back,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Immigration,,,Columbus,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A310,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A310/datastream/TN/view/I%20say%20if%20they%20don%27t%20have%20the%20proper%20papers%20we%20send%20them%20back.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:51,daniel_Tennessee_0060,0012_003299_001475_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I'm just an old sow and sow.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Lobbyists,,,Alcohol,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A51,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A51/datastream/TN/view/I%27m%20just%20an%20old%20sow%20and%20sow..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:7,daniel_LaborUnions-Strikes_0010,0012_003299_000740_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",The cost of this coal settlement will eventually trickle down to us,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Labor Unions & Strikes,Labor Unions & Strikes,Strikes,,,Coal,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A7,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A7/datastream/TN/view/The%20cost%20of%20this%20coal%20settlement%20will%20eventually%20trickle%20down%20to%20us.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:51,daniel_Knoxville_0053,0012_003299_000623_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",ACLU at the corner of Church and State,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Street Names,,,Separation of Church and State,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A51,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A51/datastream/TN/view/ACLU%20at%20the%20corner%20of%20Church%20and%20State.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:41,daniel_Causes_0036,0012_003299_000236_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Movie rating key from G to Rx,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,movies,,,families,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A41,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A41/datastream/TN/view/Movie%20rating%20key%20from%20G%20to%20Rx.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:41,daniel_Sports_0043,0012_003299_001171_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Coaches who don't win,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1994 March 2,1994 March 2,,,Sports,Sports,Coaches,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A41,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A41/datastream/TN/view/Coaches%20who%20don%27t%20win.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:180,daniel_Causes_0181,0012_003299_000375_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I need this lifesaving procedure,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,health,,,HMO's,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A180,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A180/datastream/TN/view/I%20need%20this%20lifesaving%20procedure.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:84,daniel_Causes_0080,0012_003299_000279_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Let's give him his ""lumps""","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,health,,,polio vaccines,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A84,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A84/datastream/TN/view/Let%27s%20give%20him%20his%20%22lumps%22.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:10,daniel_Knoxville_0012,0012_003299_000582_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",It's a RAID!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1970,1970,,,Knoxville,Knoxville,Leonard Rogers,,,Gambling,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A10,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A10/datastream/TN/view/It%27s%20a%20RAID%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:96,daniel_Taxes-Economy_0107,0012_003299_001401_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Excuse me - did you say 400 dollars for each child?,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Economy and Politics,,,Tax Returns,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A96,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A96/datastream/TN/view/Excuse%20me%20-%20did%20you%20say%20400%20dollars%20for%20each%20child%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTVA:7,daniel_TVA_0007,0012_003299_001237_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Dragging along that rubber chicken is sick!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,TVA,TVA,Oak Ridge and Y-12,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A7,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A7/datastream/TN/view/Dragging%20along%20that%20rubber%20chicken%20is%20sick%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:201,daniel_International_0064,0012_003299_000498_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Now there's a straight line if there ever was one,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,International Politics,International Politics,China,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A201,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A201/datastream/TN/view/Now%20there%27s%20a%20straight%20line%20if%20there%20ever%20was%20one.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielUT:6,daniel_UT_0011,0012_003299_001624_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Mind if I make a suggestion, Dr. Shumaker?","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 2003,circa 2003,,,UT & UT Sports,UT & UT Sports,UT Presidents,,,John Shumaker,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A6,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A6/datastream/TN/view/Mind%20if%20I%20make%20a%20suggestion%2C%20Dr.%20Shumaker%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:16,daniel_Causes_0011,0012_003299_000211_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Grandpa nailed to Rx,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,health,,,prescription costs,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A16,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A16/datastream/TN/view/Grandpa%20nailed%20to%20Rx.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:42,daniel_Tennessee_0051,0012_003299_001466_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","We would have paid more attention to East Tennessee, but your roads are bad.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Governors,,,T-DOT,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A42,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A42/datastream/TN/view/We%20would%20have%20paid%20more%20attention%20to%20East%20Tennessee%2C%20but%20your%20roads%20are%20bad..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:119,daniel_Tennessee_0129,0012_003299_001543_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Secret Budget Meeting - open to the public if they find out,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Jimmy Naifeh,,,Budget,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A119,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A119/datastream/TN/view/Secret%20Budget%20Meeting%20-%20open%20to%20the%20public%20if%20they%20find%20out.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:189,daniel_Tennessee_0202,0012_003299_001613_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Hey, It's a start!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1996,1996,,,Tennessee,Tennessee,Education Reform,,,Tennessee Legislature,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A189,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A189/datastream/TN/view/Hey%2C%20It%27s%20a%20start%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:195,daniel_Causes_0196,0012_003299_000390_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Just say ""No"" vs Just say ""When""","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,drugs,,,alcohol,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A195,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A195/datastream/TN/view/Just%20say%20%22No%22%20vs%20Just%20say%20%22When%22.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:90,daniel_Causes_0086,0012_003299_000285_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",March on Washington?and Jefferson?,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,protests,,,beatniks,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A90,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A90/datastream/TN/view/March%20on%20Washington%C2%85and%20Jefferson%C2%85.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:196,daniel_International_0059,0012_003299_000493_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",This is what we get for counting gold medals when we should have been counting noses,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1956,circa 1956,,,International Politics,International Politics,USSR,,,Olympics,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A196,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A196/datastream/TN/view/This%20is%20what%20we%20get%20for%20counting%20gold%20medals%20when%20we%20should%20have%20been%20counting%20noses.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:94,daniel_Tennessee_0104,0012_003299_001518_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Gee, I would support you, but I'm running for governor, too.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1997,1997,,,Tennessee,Tennessee,Campaigns,,,Governors,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A94,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A94/datastream/TN/view/Gee%2C%20I%20would%20support%20you%2C%20but%20I%27m%20running%20for%20governor%2C%20too..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:124,daniel_Knoxville_0141,0012_003299_000696_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",But the sign says No Parking!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Police,,,Parking,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A124,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A124/datastream/TN/view/But%20the%20sign%20says%20No%20Parking%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:37,daniel_LaborUnions-Strikes_0042,0012_003299_000770_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",He must be having voice problems too.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1992,1992,,,Labor Unions & Strikes,Labor Unions & Strikes,AFL-CIO,,,Labor and Politics,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A37,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A37/datastream/TN/view/He%20must%20be%20having%20voice%20problems%20too..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:66,daniel_Knoxville_0068,0012_003299_000638_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Listen! He's playing our song!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Courthouse Ring,,,Corruption,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A66,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A66/datastream/TN/view/Listen%21%20He%27s%20playing%20our%20song%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:22,daniel_Causes_0017,0012_003299_000217_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Flu bug at airport security,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,terrorism,,,health,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A22,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A22/datastream/TN/view/Flu%20bug%20at%20airport%20security.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:35,daniel_Taxes-Economy_0042,0012_003299_001340_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Another unfunded man date,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1993 October 28,1993 October 28,,,Taxes & Economy,Taxes & Economy,Federal Budget,,,Federal mandates,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A35,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A35/datastream/TN/view/Another%20unfunded%20man%20date.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:79,daniel_Sports_0081,0012_003299_001209_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Go, Vols - eat them Dawgs!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,UT Football,,,University of Georgia,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A79,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A79/datastream/TN/view/Go%2C%20Vols%20-%20eat%20them%20Dawgs%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:48,daniel_Sports_0050,0012_003299_001178_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Visions of sugar bowls danced in?Freudian slip,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,Bowl Championship Series,,,Sugar Bowl,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A48,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A48/datastream/TN/view/Visions%20of%20sugar%20bowls%20danced%20in%C2%85Freudian%20slip.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
